Title,Publisher,Valuable,Count,IDnum
Hello My Name Is,Gamewright,TRUE,1,3474
Henchman,Clarion Game Studio,TRUE,1,3321
Henhouse Havoc,Ankama,TRUE,1,2188
Herbaceous,Pencil First,TRUE,1,1614
Herbalism,Emperors4,TRUE,1,2087
Here Comes the Dog,Itten,TRUE,2,2369
Hero Realms,White Wizard Games Llc,TRUE,1,1575
Hex Hex XL,Smirk & Dagger Games,TRUE,1,1927
Hexix,Hexix Team,TRUE,1,2887
"Hey, That's My Fish!",Fantasy Flight Games,TRUE,1,3047
"Hey, That's My Fish!",Fantasy Flight Games,TRUE,1,3047
Hi Lo Flip,Gamewright,TRUE,1,3513
Hintegers,Zafty Games,TRUE,1,1804
Hintegers,Zafty Games,TRUE,1,1804
Hocus,Hyperbole Games,TRUE,1,1607
Hokkaido,Renegade Game Studios,TRUE,1,2863
Holding On: The Troubled Life of Billy Kerr,Hub Games,TRUE,1,2681
Honga,Haba,TRUE,1,2871
Hotshots,Fireside Games,TRUE,1,1783
Hoverkraft,Think Geek,TRUE,1,3095
Human Era,Lay Waste Games,TRUE,1,2373
Hundreds of Horses,Ravensburger,TRUE,2,3090
Hunt for the Ring,Ares Games,TRUE,1,1921
Hurlyburly,La Mame Games,TRUE,3,3381
"I Say, Holmes!",Victory Point Games,TRUE,1,3017
ICECOOL,Brain Games,TRUE,2,1608
Ill-Tempered Tikis,Wild East Game Company,TRUE,1,3177
Ill-Tempered Tikis,Wild East Game Company,TRUE,1,3177
Illusion,Pandasaurus,TRUE,2,2562
Ilôs,La Boite De Jeu,TRUE,1,2026
Imagine,Gamewright,TRUE,1,1596
Imhotep,Kosmos,TRUE,1,1478
Imhotep: The Duel,Kosmos,TRUE,1,3053
Impact: Battle of Elements,Ravensburger,TRUE,1,2412
Imperial Settlers,Portal Games,TRUE,1,1725
Import / Export,Dark Flight,TRUE,1,1990
Impulse,Asmadi Games,TRUE,1,1251
In a World of Dinosaurs,Golden Bell Games,TRUE,1,2912
In the Year of the Dragon,Ravensburger,TRUE,1,1681
Indian Summer,Stronghold Games,TRUE,1,1991
Indulgence,Restoration Games,TRUE,1,1796
Inhabit the Earth,Huchi And Friends,TRUE,1,3565
Inhabit the Earth,Huchi And Friends,TRUE,1,3565
Inhuman Conditions,Mythical Normal,TRUE,1,3249
Innovation,Asmadi Games,TRUE,1,410
Insider,Oink Games,TRUE,2,2424
Invasion from Outer Space: The Martian Game,Flying Frog Productions,TRUE,1,3130
Ion: A Compound Building Game,Genius Games,TRUE,1,2385
Irish Gauge,Capstone Games,TRUE,2,3365
Isaribi,Eagle-Gryphon Games,TRUE,1,1976
Ishtar: Gardens of Babylon,Iello,TRUE,1,3340
Island Hopper,Eagle-Gryphon Games,TRUE,1,1973
Isle of Monsters,Mayday Games,TRUE,1,3193
Isle of Skye: From Chieftain to King,Mayfair Games,TRUE,1,1294
Islebound,Red Raven Games,TRUE,1,1475
Istanbul,Aeg,TRUE,1,1140
Ishtar: Gardens of Babylon,Iello,TRUE,1,2972
It Dies With Me,Breaking Games,TRUE,1,2770
It's a Wonderful World,Lucky Duck Games,TRUE,3,3460
It's Blunderful,The United States Playing Card Company,TRUE,2,3551
It's Blunderful,The United States Playing Card Company,TRUE,2,3551
Jaipur,Space Cowboys,TRUE,1,3037
Jetpack Joyride,Lucky Duck Games,TRUE,3,3425
Joking Hazard,Explosm,TRUE,2,1633
Junggle,Z-Man Games,TRUE,1,2823
Jungle Party,Kosmos,TRUE,1,1601
Jungle Speed,Asmodee,TRUE,1,424
Junk Orbit,Renegade Game Studios,TRUE,1,2232
JunKing,Junk Spirit Games,TRUE,1,1417
Jurassic Park: Danger! Adventure Strategy Game,Ravensburger,TRUE,1,2224
Just One,Repos Production,TRUE,3,2829
Kanagawa,Iello,TRUE,1,2150
KAPOW!,2 Ton Porcupine,TRUE,1,3318
Karuba,Haba,TRUE,1,1538
Kauchuk,Lifestyle Studio,TRUE,2,3418
Kepler-3042,Renegade Game Studios,TRUE,1,1810
Kerala: The Way of the Elephant,Kosmos,TRUE,1,1623
Key Flow,R&D Games,TRUE,1,2682
Keyflower,R&D Games,TRUE,1,432
Keyflower,R&D Games,TRUE,1,432
Keyper,R&D Games,TRUE,1,2038
Khan of Khans,Chaosium Inc,TRUE,1,1813
Kick-Ass,Cmon,TRUE,1,2326
Killer Bunnies and the Quest for the Magic Carrot,Playroom Entertainment,TRUE,1,3137
Kilt Castle,Zoch,TRUE,1,2364
King of New York,Iello,TRUE,1,1170
King of Tokyo,Iello,TRUE,1,2302
King of Tokyo,Iello,TRUE,1,2302
King of Tokyo,Iello,TRUE,1,2302
King's Forge,Starling Games,TRUE,2,3082
Kingdom Builder,Queen Games,TRUE,1,1706
Kingdomino,Blue Orange Games,TRUE,17,1970
Kingdomino Duel,Blue Orange Games,TRUE,2,3349
Kings' Struggle,Wizkids,TRUE,1,2580
Kitchen Rush,Artipia Games,TRUE,1,2043
Knuckle Sammich: A Kobolds Ate My Baby! Card Game,Ninth Level,TRUE,1,2922
Kodama 3D,Indie Boards & Cards,TRUE,1,3503
Kodama: The Tree Spirits,Indie Boards & Cards,TRUE,1,1391
Kodama: The Tree Spirits,Indie Boards & Cards,TRUE,1,1391
Koi,Smirk & Laughter Games,TRUE,2,2492
Kokoro: Avenue of the Kodama,Indie Boards & Cards,TRUE,2,3138
Kraftwagen,Stronghold Games,TRUE,1,1731
Kung Fu,Good Game,TRUE,3,3440
Kung Fu Zoo,Wizkids,TRUE,1,2581
L.L.A.M.A.,Amigo Games,TRUE,1,3071
La Stanza,Quined Games,TRUE,1,3089
Labyrinth,Ravensburger,TRUE,2,450
Lagerstätten,Analog Lunchbox,TRUE,1,1992
Lanterns: The Harvest Festival,Renegade Game Studios,TRUE,1,1651
Lazer Ryderz,Greater Than Games,TRUE,1,1707
Legendary: A Marvel Deck Building Game,Upper Deck,TRUE,1,1278
Legends of the American Frontier,Game Salute,TRUE,1,1367
Letter Jam,Cge,TRUE,3,3563
Lewis & Clark,Asmodee,TRUE,1,1848
Life Siphon,Lay Waste Games,TRUE,8,3559
Lift Off,Z-Man Games,TRUE,1,3100
Lightning Dice,The Wild East Game Company,TRUE,1,3154
Lindisfarne,Runes Editions,TRUE,1,2674
Little Dead Riding Hood,Twilight Creations,TRUE,1,1115
Little Town,Studio Gg,TRUE,1,2967
Living Planet,Ludically,TRUE,3,3542
Llamas Unleashed,Unstable Unicorns,TRUE,1,2897
London,Osprey Games,TRUE,1,2020
Long Shot,Z-Man Games,TRUE,1,470
Loony Quest,Asmodee,TRUE,1,1817
Loot,Gamewright,TRUE,1,471
Looting Atlantis,Shoot Again Games,TRUE,1,1928
Lord of the Fries,Cheapass Games,TRUE,1,2382
Lords of Vegas,Mayfair Games,TRUE,1,2438
Lords of Waterdeep,Wizards Of The Coast,TRUE,1,1390
Lost Cities,Kosmos,TRUE,1,482
Lost in R'lyeh,Atlas Games,TRUE,1,1496
Lost Legacy: The Starship,Aeg,TRUE,1,2106
Lotus,Renegade Game Studios,TRUE,2,1616
Love Battle! High School,Japanime Games,TRUE,1,3510
Love Letter,Z-Man Games,TRUE,1,3025
Love Letter Premium,Z-Man Games,TRUE,1,2855
Lowlands,Z-Man Games,TRUE,2,2410
Luku Luku: Noun,Nibcard,TRUE,1,2632
Luxor,Queen Games,TRUE,1,2584
Macaryoshka,Natriumlamp Games,TRUE,1,3410
Machi Koro,Pandasaurus,TRUE,3,1242
Machi Koro: 5th Anniversary Expansions,Pandasaurus,TRUE,1,3519
Mag-O-Mag,Kosmos,TRUE,1,1715
Mage Knight Board Game,Wizkids,TRUE,1,3514
Magic: The Gathering – Heroes of Dominaria Board Game,Wizkids,TRUE,1,2597
Mahardika,Manikmaya Games,TRUE,1,2628
Majesty: For the Realm,Z-Man Games,TRUE,1,2027
Majesty: For the Realm,Z-Man Games,TRUE,1,2027
Majolica,Blue Magpie Games,TRUE,1,2696
Mangala,Mock Man,TRUE,1,3127
Mangrovia,Zoch,TRUE,1,2358
Manhattan,Mayfair Games,TRUE,1,496
Maracaibo,Capstone Games,TRUE,3,3420
Marco Polo II: In the Service of the Khan,Hans Im Gluck,TRUE,3,3417
Marrakech,Gigamic,TRUE,1,499
Marvel Champions: The Card Game,Fantasy Flight Games,TRUE,1,2992
Marvel Fluxx,Looney Labs,TRUE,1,3032
Mary Engelbreit Loonacy,Looney Labs,TRUE,1,2354
Mascarade,Asmodee,TRUE,1,1823
Maskmen,Oink Games,TRUE,1,2949
Master of Wills,Stormcrest Games,TRUE,1,2095
Masters of Renaissance: Lorenzo il Magnifico – The Card Game,Cranio Creations,TRUE,3,3383
Matryoshka,Letiman Games,TRUE,1,3079
Mea Culpa,Zoch,TRUE,1,2437
Mechanica,Gpi,TRUE,1,3310
Medium,Greater Than Games,TRUE,4,3023
Meeple Circus,Asmodee,TRUE,1,2036
Meeple Party,9th Level,TRUE,1,3234
MegaCity: Oceania,Hub Games,TRUE,4,3019
Memoarrr!,Stronghold Games,TRUE,1,2303
Meow,Asmadi Games,TRUE,1,1247
Mercado,Kosmos,TRUE,1,2450
Merlin,Queen Games,TRUE,1,2037
Mesopotamia,Phalanx Games,TRUE,1,3263
Mesozooic,Z-Man Games,TRUE,1,2374
Meteor,Mayday Games,TRUE,1,3564
Metro X,Gamewright,TRUE,1,3512
Mgbako,Nibcard,TRUE,1,2630
Micropolis,Matagot,TRUE,2,2357
Million Dollars But... The Game,Rooster Teeth,TRUE,1,2621
Missile Command,Idw Games,TRUE,1,2918
Miyabi,Haba,TRUE,1,3240
Modern Art,Cmon,TRUE,1,1709
Modern Art,Cmon,TRUE,1,1709
Modern Art,Cmon,TRUE,1,1709
Moneybags,Oink Games,TRUE,2,2266
Monolith Arena,Portal Games,TRUE,1,2701
Monster Empire,Freaky Design,TRUE,1,3313
Monster Match,North Star Games,TRUE,1,2659
Monster Meister,Zoch,TRUE,1,2380
Montmartre,Blam!,TRUE,1,3338
Monty Python Fluxx,Looney Labs,TRUE,1,534
Monza,Haba,TRUE,1,3244
Moon Base,Itten,TRUE,1,3456
Moop's Monster Mashup,Steve Jackson Games,TRUE,1,1438
Morels,Two Lanterns Games,TRUE,1,1125
Mottainai,Asmadi Games,TRUE,1,1246
Movie Buff,Golden Bell Games,TRUE,2,1519
Movie Buff,Golden Bell Games,TRUE,2,1519
Mr. Face,Oink Games,TRUE,1,2978
Munchkin Legends,Steve Jackson Games,TRUE,1,2832
Muertoons,Steve Jackson Games,TRUE,1,1717
Munchkin,Steve Jackson Games,TRUE,2,541
Munchkin Booty,Steve Jackson Games,TRUE,1,544
Munchkin Legends Deluxe,Steve Jackson Games,TRUE,1,1562
Munchkin Loot Letter,Steve Jackson Games,TRUE,2,1502
Munchkin Loot Letter,Steve Jackson Games,TRUE,2,1502
Munchkin Pathfinder,Steve Jackson Games,TRUE,1,1735
Munchkin Sketch Edition,Steve Jackson Games,TRUE,2,2506
Munchkin Spell Skool,Steve Jackson Games,TRUE,1,1718
Munchkin Steampunk,Steve Jackson Games,TRUE,1,1267
Munchkin Zombies,Steve Jackson Games,TRUE,1,551
Muse,Quick Simple Fun Games,TRUE,2,2297
My First Stone Age,Z-Man Games,TRUE,1,3059
My First Stone Age,Z-Man Games,TRUE,1,3059
My Little Scythe,Stonemaier Games,TRUE,1,2336
My Little Scythe,Stonemaier Games,TRUE,1,2336
Mysterium,Asmodee,TRUE,1,1832
Mystery House,Cranio Creations,TRUE,3,3251
Mystery of the Abbey,Days Of Wonder,TRUE,1,1943
Mystery of the Temples,Deep Water Games,TRUE,1,2952
Nagaraja,Hurrican,TRUE,1,3006
Namiji,Fun Forge,TRUE,3,3428
Nanty Narking,Phalanx,TRUE,3,3446
Nanuk,Steve Jackson Games,TRUE,1,1355
Narabi,Z-Man Games,TRUE,1,2837
Narabi,Z-Man Games,TRUE,1,2837
Nations: The Dice Game,Stronghold Games,TRUE,1,1746
Neanderthal,Sierra Madre Games,TRUE,1,2953
Nemeton,Blackrock Games,TRUE,1,2627
Nemo Rising: Robur the Conqueror,Wizkids,TRUE,1,3353
Nemo's War,Victory Point Games,TRUE,2,2859
NEOM,Lookout Games,TRUE,1,2805
N?t?-Tanka,La Boite De Jeu,TRUE,1,3273
Never Bring a Knife,Atlas Games,TRUE,1,3558
New Angeles,Fantasy Flight Games,TRUE,1,1556
New Bedford,Dice Hate Me Games,TRUE,1,1423
New Corp Order,2 Tomatoes,TRUE,1,2804
Newfoundland Jam,Drinking Quest,TRUE,2,3534
Newfoundland Jam,Drinking Quest,TRUE,2,3534
Newton,Cranio Creations,TRUE,3,3539
Newton,Cranio Creations,TRUE,3,3539
Nexus Infernum,Archon Games,TRUE,4,2959
Nine Tiles Panic,Oink Games,TRUE,2,3492
Ninja Burger,Steve Jackson Games,TRUE,1,1491
Ninja Versus Ninja,Out Of The Box,TRUE,1,569
Nitro Glyxerol,Zoch,TRUE,1,2488
Niwa,Djeco,TRUE,1,3056
NMBR 9,Z-Man Games,TRUE,1,2840
No Honor Among Thieves,Carpe Omnis Games,TRUE,1,2541
Noctiluca,Z-Man Games,TRUE,1,2842
NOIR: Deductive Mystery Game,Level 99 Games,TRUE,1,1516
Nokosu Dice,Engames,TRUE,3,3412
Norsaga,Meromorph Games,TRUE,1,2184
Northern Pacific,Rio Grande Games,TRUE,1,3094
Not Alone,Stronghold Games,TRUE,1,1684
Notre Dame,Ravensburger,TRUE,1,1778
Nova Luna,Pegasus Spiele,TRUE,3,3432
Now Boarding,Fowers Games,TRUE,1,2294
Noxford,Capiscum Games,TRUE,1,1894
Nuns on the Run,Mayfair Games,TRUE,1,3133
Nusfjord,Lookout Games,TRUE,1,2856
Nyctophobia,Pandasaurus,TRUE,1,2812
Obscurio,Libellud,TRUE,3,2983
Obsession,Kg Games,TRUE,1,2625
Ocean Crisis,Shepard,TRUE,2,3304
OddVille,What'S Your Game,TRUE,1,2788
Offshore,Aporta Games,TRUE,3,3426
Ogre,Steve Jackson Games,TRUE,1,1522
Ogre Under,Mixlore,TRUE,2,3086
Okanagan: Valley of the Lakes,Asmodee,TRUE,1,2018
Okey Dokey,Tasty Minstrel Games,TRUE,1,1901
Colors of Paris,Keep Exploring Games,TRUE,1,3461
Omerta,Helvetiq,TRUE,3,3491
On Mars,Eagle-Gryphon Games,TRUE,3,3397
On the Origin of Species,Mont Taber,TRUE,1,3327
On the Underground,Ludicreations,TRUE,3,3405
On Tour,Boardgametables.Com,TRUE,4,2269
Once Upon a Time: The Storytelling Card Game,Atlas Games,TRUE,1,2153
One Deck Dungeon,Asmadi Games,TRUE,1,1530
One Night Ultimate Werewolf,Bezier Games,TRUE,1,1137
Onitama,Arcane Wonders,TRUE,1,1612
Orbis,Space Cowboys,TRUE,1,2646
Orc-lympics,Brain Games,TRUE,1,3372
Orchard Ocean,Analog Lunchbox,TRUE,1,3389
Orcs Must Die! The Board Game: Unchained Edition,Robot Entertainment,TRUE,1,1937
Order of the Gilded Compass,Grey Fox Games,TRUE,1,1769
Oriflamme,Studio H,TRUE,1,3183
Otys,Libellud,TRUE,1,2076
Outfoxed!,Gamewright,TRUE,1,1595
Outpost,Stronghold Games,TRUE,1,589
Over Under Ostrich,Dolphin Hat,TRUE,2,3560
Overseers,Thundergryph,TRUE,2,1639
Oz Fluxx,Looney Labs,TRUE,1,578
Pack & Stack,Mayfair Games,TRUE,1,593
Pagoda,Aeg,TRUE,1,1147
Pairs,Cheapass Games,TRUE,1,2349
Pairs,Hip Pocket Games,TRUE,1,2341
Paladins of the West Kingdom,Renegade Game Studios,TRUE,2,3376
Palm Island,Portal Dragon,TRUE,1,2348
Pandánte,Sirlin Games,TRUE,1,1364
Pandemic,Z-Man Games,TRUE,1,2795
Pandemic: Fall of Rome,Z-Man Games,TRUE,1,2432
Pandemic: Reign of Cthulhu,Z-Man Games,TRUE,1,3350
Pandemic: The Cure,Z-Man Games,TRUE,1,1240
Pantone: The Game,Cryptozoic,TRUE,1,2608
Paperback,Fowers Games,TRUE,1,1511
Paramedics: Clear!,Smirk & Dagger Games,TRUE,1,1932
Paranormal Detectives,Lucky Duck Games,TRUE,3,3382
Paris: New Eden,Matagot,TRUE,2,3098
Parks,Keymaster Games,TRUE,3,3013
Partners,Game Inventors,TRUE,1,3190
Pass the Buck,Happy Badger Studio,TRUE,1,1454
Patchistory,Deinko,TRUE,1,3556
Patchwork,Lookout Games,TRUE,3,2315
Patchwork,Lookout Games,TRUE,3,2315
Pax Pamir (Second Edition),Wehrlegig Games,TRUE,1,2271
Pax Porfiriana,Sierra Madre Games,TRUE,1,3479
Pax Transhumanity,Ion Game Design,TRUE,1,3386
Peasant Buffet,Wargi Studios,TRUE,2,2896
Peasant Buffet,Golden Bell Games,TRUE,2,3507
Penny Arcade: The Game – Gamers vs. Evil,Fantasy Flight Games,TRUE,1,1357
Penny Lane,Game Salute,TRUE,2,3103
Penny Press,Asmadi Games,TRUE,1,1209
Perfect Hotel,Jugame Studio,TRUE,1,1988
Passing Through Petra,Renegade Game Studios,TRUE,1,2845
Petrichor,Mighty Boards,TRUE,1,2301
Photosynthesis,Blue Orange Games,TRUE,2,1770
Pictures,Pd Verlag,TRUE,2,3402
Pie Rats of the Carob Bean Farm,The Wild East Game Company,TRUE,1,1896
Pie Rats of the Carob Bean Farm,The Wild East Game Company,TRUE,1,3179
Piepmatz,Lookout Games,TRUE,1,2331
Pigasus,Brain Games,TRUE,1,3104
Pigment,Copper Frog Games,TRUE,1,2127
Pikoko,Brain Games,TRUE,1,3102
Pioneers,Queen Games,TRUE,1,2030
Pipeline,Capstone Games,TRUE,1,2784
Pirate Fluxx,Looney Labs,TRUE,1,619
Pixel Glory: Light & Shadow,Zafty Games,TRUE,1,2175
Pixel Glory: Light & Shadow,Zafty Games,TRUE,2,2174
Pixel Tactics,Level 99 Games,TRUE,1,1512
Pizza Theory,Eagle-Gryphon Games,TRUE,1,622
Planet,Blue Orange Games,TRUE,2,2689
Planet Defenders,Renegade Game Studios,TRUE,1,1815
Plunderbund,Hutchu Games,TRUE,1,3508
Pocket Dungeon Quest,Breaking Games,TRUE,3,1430
Point Salad,Aeg,TRUE,1,2981
Ponkotsu Factory (??????????),Ichinen Ju Mirai,TRUE,1,2890
Porto,Mebo,TRUE,2,3451
Poser,Alex Herrity,TRUE,1,3325
Potato Man,Zoch,TRUE,1,2401
Potion Explosion,Cmon,TRUE,2,2760
Potion Explosion,Cmon,TRUE,2,2760
Potion Explosion,Cmon,TRUE,2,2760
POW!,Gigamic,TRUE,1,1701
POW!,Gigamic,TRUE,1,1701
Power Grid,Rio Grande Games,TRUE,6,628
Power Grid: The First Sparks,Rio Grande Games,TRUE,1,630
Praise,Jordan Draper Games,TRUE,1,3545
Prêt-à-Porter,Portal Games,TRUE,3,3393
Pretending to Grownup,Golden Bell Games,TRUE,1,2170
Pretending to Grownup,Golden Bell Games,TRUE,1,2170
Project Nos,Mind The Gap Studios,TRUE,1,1419
Puerto Rico,Rio Grande Games,TRUE,2,637
Push Fight,Penny Arcade,TRUE,1,638
Puzzle Me!,Board Blast,TRUE,1,2911
Puzzle Strike,Sirlin Games,TRUE,1,639
Pylos,Gigamic,TRUE,1,641
Pyramid of Pengqueen,Brain Games,TRUE,1,3105
Q.E.,Boardgametables.Com,TRUE,3,3532
Q.E.,Boardgametables.Com,TRUE,3,3532
Quadropolis,Days Of Wonder,TRUE,1,1549
Quarantine Z,Alloyedcreations,TRUE,1,3265
Quarto,Gigamic,TRUE,1,1661
Queendomino,Blue Orange Games,TRUE,2,2016
Quirky Circuits,Plaid Hat Games,TRUE,4,2843
Qwirkle,Mindware,TRUE,2,3502
Qwirkle,Mindware,TRUE,2,3502
Qwixx,Gamewright,TRUE,1,2752
Raccoon Tycoon,Forbidden Games,TRUE,1,3302
Race for the Chinese Zodiac,Starting Player,TRUE,1,2824
Race for the Galaxy,Rio Grande Games,TRUE,1,658
Ragusa,Brain Crack,TRUE,1,2702
Raiatea,Quined Games,TRUE,1,2685
Raiders of the North Sea,Renegade Game Studios,TRUE,1,2120
Rail Pass,Mercury Games,TRUE,1,3184
Railroad Ink: Blazing Red Edition,Horrible Games,TRUE,1,2421
Railroad Ink: Blazing Red Edition,Horrible Games,TRUE,1,2421
Railroad Ink: Deep Blue Edition,Cmon,TRUE,1,2466
Raptor,Asmodee,TRUE,1,1829
Realm of Sand,Emperors4,TRUE,1,2456
Rebel Nox,Aporta Games,TRUE,1,2312
Re-Chord,Yanaguana Games,TRUE,3,2989
Red November,Fantasy Flight Games,TRUE,1,669
Red Scare Redux,Long Pack Games,TRUE,1,2927
Red7,Asmadi Games,TRUE,1,1207
Redshirts,Weaselpants Productions,TRUE,1,671
Reef,Next Move Games,TRUE,1,2433
Remember Our Trip,Saashi & Saashi,TRUE,1,3435
Renegade,Victory Point Games,TRUE,1,2861
Rent-A-Hero,Aeg,TRUE,1,1146
Rent-A-Hero,Aeg,TRUE,1,1146
Rescue Animals,Strawberry Studio,TRUE,1,3050
Revolution!,Steve Jackson Games,TRUE,1,673
Rex: Final Days of an Empire,Fantasy Flight Games,TRUE,1,1587
Reykholt,Renegade Game Studios,TRUE,1,2644
Rhino Hero,Haba,TRUE,1,3245
Rick and Morty: Anatomy Park – The Game,Cryptozoic,TRUE,1,2609
Rick and Morty: Close Rick-Counters of the Rick Kind Deck-Building Game,Cryptozoic,TRUE,1,2595
Rick and Morty: Total Rickall Card Game,Cryptozoic,TRUE,1,2591
Ricochet Robots,Z-Man Games,TRUE,1,678
Ricochet Robots,Z-Man Games,TRUE,1,678
Riff Raff,Zoch,TRUE,1,3274
Rise of Tribes,Breaking Games,TRUE,1,2245
Rising Sun,Guillotine Games,TRUE,1,2324
Risk 2210 A.D.,Avalon Hill,TRUE,1,3257
Rival Restaurants,Gap Closer Games,TRUE,1,3204
Rivals for Catan,Mayfair Games,TRUE,1,687
Riverboat,Mayfair Games,TRUE,1,2857
Robin Hood,Final Frontier Games,TRUE,1,3076
Robit Riddle: Storybook Adventures,Baba Geek Games,TRUE,1,2583
Robo Rally,Avalon Hill,TRUE,1,3182
Robotech: Attack on the SDF-1,Japanime Games,TRUE,1,2515
Robotech: Brace for Impact,Escape Velocity,TRUE,1,3373
Robotech: Force of Arms,Solar Flare Games,TRUE,2,2815
Explorers of the North Sea,Renegade Game Studios,TRUE,1,2109
Roll for Adventure,Kosmos,TRUE,2,2990
"ROLL for Your Life, Candyman!",Smirk & Dagger Games,TRUE,1,2469
Roll Player,Thunderworks Games,TRUE,1,2446
Rooster Rush,Mayday Games,TRUE,1,3120
Root,Leder Games,TRUE,1,2299
Root,Leder Games,TRUE,1,2299
Rumble Nation,Hobby Japan,TRUE,3,3444
Rune Stones,Queen Games,TRUE,3,3414
Sabordage,Renegade Game Studios,TRUE,1,2126
Sabotage,Tim Flowers And Jeff Krause,TRUE,2,3499
Sabotage,Tim Flowers And Jeff Krause,TRUE,2,3499
Saboteur,Amigo,TRUE,1,3291
Saboteur: The Duel,Mayfair Games,TRUE,1,3051
Sagrada,Floodgate Games,TRUE,5,1980
Sagrada: 5 & 6 Player Expansion,Floodgate Games,TRUE,1,2557
Saint Malo,Ravensburger,TRUE,1,2851
Salem,Passport Game Studios,TRUE,1,1466
Samurai Spirit,Fun Forge,TRUE,1,3347
Samurai Vassal,Ice Makes,TRUE,1,2453
"San, Ni, Ichi",Ironmark Games,TRUE,1,1388
Sanctum,Czech Games Edition,TRUE,4,3422
Sanctum,Czech Games Edition,TRUE,4,3422
Sanitarium,Asmadi Games,TRUE,1,709
Santorini,Roxley Games,TRUE,1,1851
Scarabya,Blue Orange Games,TRUE,1,2277
Scare It!,Strawberry Studio,TRUE,1,2330
Schmatzspatz,Zoch,TRUE,1,2356
Schotten Totten,Iello,TRUE,1,2523
Schrödinger's Cats,Ninth Level,TRUE,1,2923
Schüttel's,Zoch,TRUE,1,2395
Scorpius Freighter,Aeg,TRUE,1,2661
Scythe,Stonemaier Games,TRUE,1,1602
Second Chance,Stronghold Games,TRUE,1,2907
Secret Hitler,Ad Magic,TRUE,2,3003
Secret Hitler,Ad Magic,TRUE,2,3003
Secrets,Asmodee,TRUE,1,1825
Seikatsu,Idw Games,TRUE,2,1866
Sekigahara: The Unification of Japan,Gmt,TRUE,1,718
Sellswords,Level 99 Games,TRUE,1,1515
Sellswords: Olympus,Level 99 Games,TRUE,1,2082
Sengoku Domino,Game Nowa,TRUE,1,3554
Sentient,Renegade Game Studios,TRUE,1,1792
Sentinel Tactics: The Flame of Freedom,Greater Than Games,TRUE,1,3166
Set a Watch,Rock Manor Games,TRUE,2,3357
Shadow Hunters,Z-Man Games,TRUE,1,727
Shadowrift,Game Salute,TRUE,1,2987
Shadowrun: Sprawl Ops,Catalyst Game Labs,TRUE,1,3369
Shadows in Kyoto,Emperors4,TRUE,1,2448
Shadows: Amsterdam,Libellud,TRUE,1,2480
Shadowscape,Nskn Games,TRUE,1,2478
Sheriff of Nottingham,Arcane Wonders,TRUE,3,3175
Sheriff of Nottingham,Arcane Wonders,TRUE,3,3175
Sheriff of Nottingham,Arcane Wonders,TRUE,3,3175
Sheriff of Nottingham,Arcane Wonders,TRUE,3,3175
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,Asmodee,TRUE,1,1753
Shifting Realms,Soaring Rhino,TRUE,1,2528
Shipwrights of the North Sea,Renegade Game Studios,TRUE,1,2117
Shogunate,Action Phase Games,TRUE,1,2409
Shop 'N Time,Mercury Games,TRUE,1,3468
Shuffle Grand Prix,The United States Playing Card Company,TRUE,2,3550
Shuffle Grand Prix,The United States Playing Card Company,TRUE,2,3550
Side Quest,Blue Orange Games,TRUE,2,3331
Sierra West,Board & Dice,TRUE,1,2977
Silver,Bezier Games,TRUE,1,3201
Silver Bullet,Bezier Games,TRUE,1,3200
Simon's Cat Card Game,Steve Jackson Games,TRUE,2,1436
Sinister Six,Spin Master,TRUE,1,3199
Six Making,Blue Orange Games,TRUE,1,3328
Skybridge,Gigamic,TRUE,1,744
Skylands,Queen Games,TRUE,1,2593
Slap It!,Renegade Game Studios,TRUE,2,2853
Small World,Days Of Wonder,TRUE,1,1533
Small World,Days Of Wonder,TRUE,1,1533
Small World,Days Of Wonder,TRUE,1,1533
Smartphone Inc.,Cosmo Drone Games,TRUE,1,2671
Smash Up,Aeg,TRUE,1,1142
Smash Up,Aeg,TRUE,1,1142
Smash Up: Munchkin,Steve Jackson Games,TRUE,1,1565
Smile,Z-Man Games,TRUE,1,2471
Snake Oil,Hasbro Gaming,TRUE,1,3495
Snowman Dice,Mike Elliott,TRUE,1,3403
Someone Has Died,Gather Round,TRUE,1,2243
Somnium: Rise of Laputa,Zafty Games,TRUE,1,2881
Sorcerer,White Wizard Games Llc,TRUE,1,3317
Sorcerer & Stones,Emperors4,TRUE,1,2457
Sorcerer City,Skybound Games,TRUE,1,3524
Soviet Kitchen Unleashed,Hybr,TRUE,1,2769
Space Battle Lunchtime Card Game,Oni Games,TRUE,1,3528
Space Gate Odyssey,Ludonaute,TRUE,2,3022
Space Park,Keymaster Games,TRUE,1,2889
SPANC: Space Pirate Amazon Ninja Catgirls,Steve Jackson Games,TRUE,1,2504
Sparkle*Kitty,Breaking Games,TRUE,1,1814
Sparkle*Kitty Nights,Breaking Games,TRUE,2,2875
Speechless,Arcane Wonders,TRUE,2,1665
Spinderella,Zoch,TRUE,1,2378
Spirit Island,Greater Than Games,TRUE,2,1727
Spirits of the Rice Paddy,Advanced Primate Entertainment,TRUE,1,2623
Splendor,Asmodee,TRUE,1,1972
Splendor,Asmodee,TRUE,1,1972
Splendor,Asmodee,TRUE,1,1972
Spot It Jr.! Animals,Asmodee,TRUE,2,3029
Spot It Jr.! Animals,Asmodee,TRUE,2,3029
